"","...1","followup_fallstudyhours","followup_getwritinghelp","followup_metwithinstructor","followup_metwithfreetutor","followup_imptodowellatuoft","followup_depressed","followup_stressed","fathers_education","mothers_education","fall_meangrade_year1","exp_gradschl","agreeableness2","agreeableness","extraversion2","extraversion","study_habit"
"794",764,40,5,1,2,6,1,1,6,8,76.3333358764648,1,-0.325147598981857,0,0.604456007480621,1,8
"795",782,10,3,0,0,5,1,2,8,6,78.6666641235352,0,1.79461526870728,1,0.604456007480621,1,3
"796",787,6,4,2,2,4,1,1,7,7,54,1,-3.02302742004395,0,0.604456007480621,1,8
"797",798,4,3,2,2,3,1,1,4,7,74,1,0.0602638274431229,1,0.604456007480621,1,7
"798",823,10,4,0,1,6,1,2,1,2,67.5,1,-0.517853319644928,0,0.604456007480621,1,5
"799",829,10,3,2,2,6,2,2,6,6,64,0,0.638380944728851,1,0.604456007480621,1,7
"800",852,5,5,0,0,6,2,2,7,6,86.5,0,-0.710559010505676,0,0.604456007480621,1,5
"801",886,27,4,2,0,7,2,1,6,6,41,1,-1.09597039222717,0,0.604456007480621,1,6
"802",896,2,2,0,1,7,2,2,0,0,74,1,-1.67408752441406,0,0.604456007480621,1,3
"803",908,4,4,2,1,7,2,1,7,5,91.5,0,-0.325147598981857,0,0.604456007480621,1,7
"804",994,35,2,2,1,7,3,3,7,5,52.6666679382324,0,0.831086695194244,1,0.604456007480621,1,5
"805",1022,14,5,8,2,5,2,3,6,6,55,1,1.79461526870728,1,0.604456007480621,1,15
"806",39,3,4,0,5,6,2,3,2,1,68.5,0,-1.09597039222717,0,0.764242827892303,1,9
"807",42,9,5,1,0,7,2,2,5,6,73,0,0.831086695194244,1,0.764242827892303,1,6
"808",61,4,2,2,8,6,3,3,6,5,78.5,1,1.02379238605499,1,0.764242827892303,1,12
"809",63,8,5,0,5,7,2,2,6,6,71.6666641235352,1,-0.710559010505676,0,0.764242827892303,1,10
"810",99,8,4,0,2,3,2,2,7,2,71.3333358764648,1,-0.325147598981857,0,0.764242827892303,1,6
"811",156,4,5,1,0,7,1,2,6,6,77,1,2.18002653121948,1,0.764242827892303,1,6
"812",158,8,6,0,0,4,3,2,6,6,55.3333320617676,1,-0.325147598981857,0,0.764242827892303,1,6
"813",172,9,1,2,5,5,2,3,6,5,79.3333358764648,0,-0.132441878318787,0,0.764242827892303,1,8
"814",178,30,3,8,2,7,2,2,7,7,74,1,1.02379238605499,1,0.764242827892303,1,13
"815",206,3,4,1,2,3,2,2,2,4,72.3333358764648,0,-0.710559010505676,0,0.764242827892303,1,7
"816",207,3,3,1,1,6,1,1,6,6,81,0,-0.517853319644928,0,0.764242827892303,1,5
"817",225,2,2,1,2,7,0,3,2,1,58,1,0.0602638274431229,1,0.764242827892303,1,5
"818",262,4,4,2,2,4,1,2,0,1,56.75,1,0.445675253868103,1,0.764242827892303,1,8
"819",265,20,5,0,1,7,1,3,7,6,87.3333358764648,1,-0.132441878318787,0,0.764242827892303,1,6
"820",270,5,3,0,0,6,2,1,6,4,88,0,-1.09597039222717,0,0.764242827892303,1,3
"821",300,30,6,2,0,7,1,2,2,2,81,1,-0.710559010505676,0,0.764242827892303,1,8
"822",311,20,4,0,5,6,2,2,6,5,80,1,-0.325147598981857,0,0.764242827892303,1,9
"823",333,7,5,2,0,6,1,1,6,6,77,1,1.60190951824188,1,0.764242827892303,1,7
"824",351,4,6,5,8,7,2,1,8,6,93.4000015258789,1,0.0602638274431229,1,0.764242827892303,1,19
"825",375,4,3,1,1,3,2,1,2,2,81.6666641235352,0,0.638380944728851,1,0.764242827892303,1,5
"826",398,2,5,2,1,6,3,3,3,3,42,0,0.252969533205032,1,0.764242827892303,1,8
"827",414,3,4,0,0,7,2,3,2,6,70.5,0,0.831086695194244,1,0.764242827892303,1,4
"828",440,12,4,0,5,7,2,3,0,0,74,1,-1.86679327487946,0,0.764242827892303,1,9
"829",456,7,3,2,1,5,2,2,6,6,60,1,1.02379238605499,1,0.764242827892303,1,6
"830",457,5,2,1,2,3,1,2,6,5,51.5,1,-0.903264701366425,0,0.764242827892303,1,5
"831",481,4,4,2,0,3,3,3,6,6,55.6666679382324,0,-0.132441878318787,0,0.764242827892303,1,6
"832",485,8,3,5,2,4,1,2,1,2,69,0,0.638380944728851,1,0.764242827892303,1,10
"833",502,4,5,1,1,4,1,2,2,2,75,0,-0.325147598981857,0,0.764242827892303,1,7
"834",535,14,4,0,0,5,2,1,8,4,74,1,-0.517853319644928,0,0.764242827892303,1,4
"835",572,18,2,0,0,7,2,3,6,6,78,1,1.40920376777649,1,0.764242827892303,1,2
"836",601,3,3,2,5,6,2,1,5,7,85,1,1.98732089996338,1,0.764242827892303,1,10
"837",605,11,5,5,5,6,2,2,2,2,65,1,0.445675253868103,1,0.764242827892303,1,15
"838",614,10,4,0,2,4,1,2,5,5,57,0,-0.132441878318787,0,0.764242827892303,1,6
"839",615,15,4,1,0,7,1,2,3,2,60.5,1,-1.86679327487946,0,0.764242827892303,1,5
"840",620,41,6,5,8,7,3,3,0,0,83.5,0,1.40920376777649,1,0.764242827892303,1,19
"841",622,8,5,1,0,6,1,2,6,6,49.5,1,-1.09597039222717,0,0.764242827892303,1,6
"842",660,3,3,0,0,3,2,2,6,6,73,0,-0.903264701366425,0,0.764242827892303,1,3
"843",686,7,3,5,0,6,2,2,7,6,86.6666641235352,1,-0.325147598981857,0,0.764242827892303,1,8
"844",688,3,4,0,0,6,2,1,1,1,70,1,-0.132441878318787,0,0.764242827892303,1,4
"845",721,7,2,1,2,6,2,2,6,6,82,1,1.79461526870728,1,0.764242827892303,1,5
"846",776,36,4,0,0,7,1,2,7,6,81.3333358764648,0,0.0602638274431229,1,0.764242827892303,1,4
"847",818,13,5,0,8,7,1,3,0,0,63.75,0,1.21649813652039,1,0.764242827892303,1,13
"848",828,5,5,0,2,7,3,0,6,8,74.3333358764648,1,-0.132441878318787,0,0.764242827892303,1,7
"849",851,7,5,2,2,6,1,2,6,6,81,1,1.21649813652039,1,0.764242827892303,1,9
"850",879,6,4,2,5,7,3,3,0,0,75,1,-1.28867614269257,0,0.764242827892303,1,11
"851",889,5,6,2,0,7,3,2,6,6,70,1,-0.325147598981857,0,0.764242827892303,1,8
"852",893,10,5,2,1,7,1,1,2,2,74,1,-2.05949902534485,0,0.764242827892303,1,8
"853",895,15,6,0,5,6,1,2,5,5,54,1,0.831086695194244,1,0.764242827892303,1,11
"854",927,8,4,0,1,7,2,2,2,2,55,0,0.445675253868103,1,0.764242827892303,1,5
"855",938,14,5,0,5,7,2,1,6,7,73,1,0.831086695194244,1,0.764242827892303,1,10
"856",946,6,4,0,0,6,2,2,6,7,65.5,1,1.02379238605499,1,0.764242827892303,1,4
"857",948,3,5,1,0,6,2,2,2,7,57,1,0.638380944728851,1,0.764242827892303,1,6
"858",966,19,6,5,5,7,2,2,8,7,73,1,0.445675253868103,1,0.764242827892303,1,16
"859",1006,2,3,2,2,6,2,1,1,1,22.5,0,0.831086695194244,1,0.764242827892303,1,7
"860",1007,9,3,2,1,7,3,2,1,2,74,1,0.252969533205032,1,0.764242827892303,1,6
"861",1009,10,5,5,2,2,3,1,6,6,55,0,-2.25220465660095,0,0.764242827892303,1,12
"862",1046,3,3,0,0,6,2,3,7,6,63,1,-0.710559010505676,0,0.764242827892303,1,3
"863",1048,1,5,0,0,7,2,1,6,6,65,0,2.18002653121948,1,0.764242827892303,1,5
"864",24,6,4,0,0,7,3,3,6,6,51.25,0,-0.325147598981857,0,0.924029648303986,1,4
"865",30,5,5,0,0,6,1,2,1,1,67.25,1,1.40920376777649,1,0.924029648303986,1,5
"866",110,6,3,0,1,4,1,2,6,6,67.5,0,-1.09597039222717,0,0.924029648303986,1,4
"867",117,3,4,0,0,5,2,1,2,2,68.6666641235352,1,-0.132441878318787,0,0.924029648303986,1,4
"868",155,4,5,0,0,6,1,3,2,2,80,1,0.0602638274431229,1,0.924029648303986,1,5
"869",231,22,4,0,0,7,1,2,2,5,76.5,0,-0.132441878318787,0,0.924029648303986,1,4
"870",291,13,3,2,2,5,2,2,6,6,81.5,1,-1.09597039222717,0,0.924029648303986,1,7
"871",356,10,2,1,1,7,2,1,6,6,85,1,0.445675253868103,1,0.924029648303986,1,4
"872",390,4,4,0,2,6,0,2,7,6,79.6666641235352,1,-3.02302742004395,0,0.924029648303986,1,6
"873",392,15,2,0,1,7,1,2,2,2,90,1,-2.44491028785706,0,0.924029648303986,1,3
"874",432,9,4,1,2,5,2,2,6,6,67.5999984741211,0,0.445675253868103,1,0.924029648303986,1,7
"875",500,6,4,5,1,7,2,3,8,8,58.5,1,-0.903264701366425,0,0.924029648303986,1,10
"876",504,25,5,1,8,6,1,1,6,6,78,1,-1.86679327487946,0,0.924029648303986,1,14
"877",520,4,5,1,8,7,2,3,4,6,75,1,-0.132441878318787,0,0.924029648303986,1,14
"878",560,2,4,1,0,7,1,2,2,6,68.25,1,-1.09597039222717,0,0.924029648303986,1,5
"879",602,4,3,5,0,6,3,3,6,2,72.25,1,0.445675253868103,1,0.924029648303986,1,8
"880",626,4,5,2,2,7,3,3,5,5,65.75,1,-1.48138189315796,0,0.924029648303986,1,9
"881",653,11,2,2,8,7,1,3,5,6,72.5999984741211,0,1.40920376777649,1,0.924029648303986,1,12
"882",710,16,2,0,0,7,2,3,7,6,59.3333320617676,0,0.252969533205032,1,0.924029648303986,1,2
"883",759,12,4,0,1,7,3,3,6,6,55,1,-2.83032178878784,0,0.924029648303986,1,5
"884",760,10,4,1,2,5,0,0,4,4,67.75,1,-0.325147598981857,0,0.924029648303986,1,7
"885",766,4,5,0,0,6,2,2,6,5,77.6666641235352,0,1.79461526870728,1,0.924029648303986,1,5
"886",768,5,5,1,1,6,0,0,6,7,80,1,-0.903264701366425,0,0.924029648303986,1,7
"887",775,14,5,0,0,7,2,2,7,7,74.5,1,-0.132441878318787,0,0.924029648303986,1,5
"888",777,2,3,2,8,5,1,1,6,6,76.3333358764648,0,0.0602638274431229,1,0.924029648303986,1,13
"889",790,3,1,0,1,7,3,3,1,1,67,1,-1.28867614269257,0,0.924029648303986,1,2
"890",801,15,3,1,0,6,2,3,4,2,65,1,0.445675253868103,1,0.924029648303986,1,4
"891",838,1,3,0,0,6,2,2,1,1,79.5,1,1.21649813652039,1,0.924029648303986,1,3
"892",850,20,6,2,8,7,2,3,6,6,71,1,1.02379238605499,1,0.924029648303986,1,16
"893",856,3,4,1,0,6,0,2,6,5,72.5,1,-0.710559010505676,0,0.924029648303986,1,5
"894",864,20,5,0,8,7,1,1,8,2,71.5,0,-2.44491028785706,0,0.924029648303986,1,13
"895",875,8,4,2,2,7,1,1,5,2,78,1,0.831086695194244,1,0.924029648303986,1,8
"896",939,10,4,8,8,7,3,3,2,4,75.3333358764648,1,-1.28867614269257,0,0.924029648303986,1,20
"897",967,2,4,0,0,7,2,3,6,7,84,1,1.02379238605499,1,0.924029648303986,1,4
"898",976,5,6,0,1,7,2,2,7,6,77,1,-0.517853319644928,0,0.924029648303986,1,7
"899",985,3,3,1,2,3,1,2,4,4,52,1,-1.09597039222717,0,0.924029648303986,1,6
"900",17,3,5,2,2,5,2,2,6,6,72,0,-0.710559010505676,0,1.08381640911102,1,9
"901",56,4,5,1,5,5,3,3,5,2,67.3333358764648,0,1.02379238605499,1,1.08381640911102,1,11
"902",75,20,4,0,2,3,2,2,5,6,70.3333358764648,1,-0.517853319644928,0,1.08381640911102,1,6
"903",115,2,4,2,0,7,1,2,8,6,86.3333358764648,1,0.0602638274431229,1,1.08381640911102,1,6
"904",129,14,3,0,1,6,3,3,7,6,80,1,0.445675253868103,1,1.08381640911102,1,4
"905",132,10,4,0,1,5,0,2,5,5,69,0,-0.325147598981857,0,1.08381640911102,1,5
"906",152,4,2,0,0,6,1,2,1,2,71.3333358764648,0,-0.710559010505676,0,1.08381640911102,1,2
"907",168,10,4,2,2,7,3,3,5,2,78,0,-0.903264701366425,0,1.08381640911102,1,8
"908",189,7,5,0,0,4,3,2,3,5,66,1,-0.710559010505676,0,1.08381640911102,1,5
"909",296,5,4,0,1,5,2,2,8,5,68,0,1.21649813652039,1,1.08381640911102,1,5
"910",320,1,3,1,0,6,1,2,2,1,66.8000030517578,1,0.638380944728851,1,1.08381640911102,1,4
"911",407,14,5,5,5,7,1,1,6,5,81.6666641235352,1,0.252969533205032,1,1.08381640911102,1,15
"912",411,30,5,0,2,7,1,1,6,6,82.3333358764648,1,-0.710559010505676,0,1.08381640911102,1,7
"913",435,6,4,1,2,5,1,2,8,6,77,1,0.638380944728851,1,1.08381640911102,1,7
"914",477,10,5,2,2,5,1,1,2,2,65,1,-0.325147598981857,0,1.08381640911102,1,9
"915",515,11,2,2,2,7,2,2,6,6,74.5,1,0.252969533205032,1,1.08381640911102,1,6
"916",528,24,4,2,2,4,2,2,2,2,70.3333358764648,1,0.252969533205032,1,1.08381640911102,1,8
"917",532,35,4,2,1,7,1,3,2,2,69,1,-2.25220465660095,0,1.08381640911102,1,7
"918",564,4,3,1,0,4,1,2,6,7,59,0,0.0602638274431229,1,1.08381640911102,1,4
"919",604,4,6,5,1,7,2,3,5,6,82,1,-0.517853319644928,0,1.08381640911102,1,12
"920",607,4,5,2,2,4,3,2,5,6,60.75,0,-1.09597039222717,0,1.08381640911102,1,9
"921",612,1,5,2,8,6,1,2,6,0,60.5,0,0.252969533205032,1,1.08381640911102,1,15
"922",624,12,6,5,5,7,0,0,7,6,85.5,0,-2.05949902534485,0,1.08381640911102,1,16
"923",755,2,3,0,0,7,2,3,0,0,57,0,0.638380944728851,1,1.08381640911102,1,3
"924",831,15,2,0,0,6,3,3,6,5,65.5,1,0.252969533205032,1,1.08381640911102,1,2
"925",857,4,2,0,0,7,0,2,6,6,70.5,1,-0.903264701366425,0,1.08381640911102,1,2
"926",892,2,3,1,2,7,2,3,1,2,69.5999984741211,0,0.445675253868103,1,1.08381640911102,1,6
"927",947,13,2,0,0,7,3,2,8,7,50,1,1.79461526870728,1,1.08381640911102,1,2
"928",970,6,5,0,2,7,3,3,0,0,66,1,1.02379238605499,1,1.08381640911102,1,7
"929",977,16,4,2,1,6,2,2,2,2,50,0,-0.517853319644928,0,1.08381640911102,1,7
"930",989,11,5,0,8,7,1,2,7,0,73,1,-0.132441878318787,0,1.08381640911102,1,13
"931",1017,2,3,0,0,4,3,3,6,6,55.75,0,-0.325147598981857,0,1.08381640911102,1,3
"932",1033,8,3,0,0,5,2,2,6,2,46,0,0.0602638274431229,1,1.08381640911102,1,3
"933",1035,10,3,2,1,4,1,2,6,6,63,1,0.252969533205032,1,1.08381640911102,1,6
"934",1042,6,4,2,1,6,1,2,6,6,75,0,-0.517853319644928,0,1.08381640911102,1,7
"935",31,2,3,0,0,2,1,2,7,6,66.75,0,-1.48138189315796,0,1.2436032295227,1,3
"936",43,5,5,2,2,6,0,1,6,6,60.6666679382324,0,-1.09597039222717,0,1.2436032295227,1,9
"937",96,4,4,0,1,7,0,2,5,5,78.25,0,-1.28867614269257,0,1.2436032295227,1,5
"938",113,1,5,2,0,6,3,3,6,6,73,1,1.21649813652039,1,1.2436032295227,1,7
"939",151,3,3,2,8,7,2,2,6,4,63,1,-0.132441878318787,0,1.2436032295227,1,13
"940",201,7,5,0,0,7,3,3,0,3,22.5,0,-1.48138189315796,0,1.2436032295227,1,5
"941",211,20,4,5,0,7,2,3,6,7,71.3333358764648,1,-3.21573328971863,0,1.2436032295227,1,9
"942",248,21,4,5,8,6,1,1,6,6,89.5,1,1.02379238605499,1,1.2436032295227,1,17
"943",324,8,2,0,0,6,0,3,1,2,83.3333358764648,1,-3.21573328971863,0,1.2436032295227,1,2
"944",340,12,3,0,1,5,2,3,7,8,66,1,0.445675253868103,1,1.2436032295227,1,4
"945",388,11,5,0,1,7,0,2,5,6,78.6666641235352,1,-1.67408752441406,0,1.2436032295227,1,6
"946",389,4,2,2,0,5,2,2,2,2,72.6666641235352,0,0.445675253868103,1,1.2436032295227,1,4
"947",418,6,4,2,2,7,2,2,7,6,68.5,1,-0.325147598981857,0,1.2436032295227,1,8
"948",550,15,2,0,0,5,2,2,7,7,66,1,1.02379238605499,1,1.2436032295227,1,2
"949",672,6,4,1,2,6,1,2,7,7,70,1,1.21649813652039,1,1.2436032295227,1,7
"950",734,5,3,0,0,6,1,2,0,6,74,1,1.21649813652039,1,1.2436032295227,1,3
"951",738,20,2,0,1,4,2,3,6,6,60.3333320617676,0,0.638380944728851,1,1.2436032295227,1,3
"952",781,7,4,2,1,7,3,3,2,3,70.5999984741211,1,0.252969533205032,1,1.2436032295227,1,7
"953",788,6,5,2,5,6,1,1,6,6,81,1,-0.325147598981857,0,1.2436032295227,1,12
"954",821,32,5,2,5,7,2,2,6,8,77,1,-2.05949902534485,0,1.2436032295227,1,12
"955",871,4,5,1,2,7,1,2,6,6,66,1,1.40920376777649,1,1.2436032295227,1,8
"956",885,4,5,2,2,6,2,2,6,6,65.3333358764648,1,0.831086695194244,1,1.2436032295227,1,9
"957",912,1,2,1,0,7,1,2,0,2,67.3333358764648,0,-0.903264701366425,0,1.2436032295227,1,3
"958",996,8,4,2,5,7,2,2,0,0,47,1,-0.325147598981857,0,1.2436032295227,1,11
"959",40,14,1,2,1,6,2,3,6,6,56.75,0,-0.517853319644928,0,1.40339004993439,1,4
"960",68,15,6,2,2,7,1,2,7,1,60,1,0.445675253868103,1,1.40339004993439,1,10
"961",92,7,6,0,0,7,1,2,7,3,61.6666679382324,0,-0.517853319644928,0,1.40339004993439,1,6
"962",116,4,4,1,0,6,1,1,7,7,64,1,-2.25220465660095,0,1.40339004993439,1,5
"963",254,24,4,2,0,6,3,3,6,5,87.3333358764648,1,-1.28867614269257,0,1.40339004993439,1,6
"964",374,2,4,0,0,3,3,3,5,2,51.4000015258789,0,0.445675253868103,1,1.40339004993439,1,4
"965",445,6,6,0,0,7,1,2,7,7,72.5,1,0.831086695194244,1,1.40339004993439,1,6
"966",468,4,2,1,0,7,3,3,6,6,56,1,-1.09597039222717,0,1.40339004993439,1,3
"967",505,9,2,0,0,5,2,2,7,6,70,1,0.638380944728851,1,1.40339004993439,1,2
"968",527,6,4,0,0,6,1,2,8,8,74,1,-3.02302742004395,0,1.40339004993439,1,4
"969",544,15,2,0,2,6,2,2,8,8,80,1,-0.903264701366425,0,1.40339004993439,1,4
"970",546,4,4,0,0,5,0,1,0,0,57,0,1.02379238605499,1,1.40339004993439,1,4
"971",549,1,5,1,0,7,1,2,1,5,66,0,-0.132441878318787,0,1.40339004993439,1,6
"972",595,5,2,0,0,6,2,2,6,5,70.8000030517578,0,0.445675253868103,1,1.40339004993439,1,2
"973",625,9,2,1,0,6,1,2,2,2,69.25,0,-0.517853319644928,0,1.40339004993439,1,3
"974",693,40,1,0,0,7,2,2,6,6,71.3333358764648,0,0.445675253868103,1,1.40339004993439,1,1
"975",729,9,4,1,2,6,1,2,7,6,60,0,0.252969533205032,1,1.40339004993439,1,7
"976",810,10,5,2,2,7,1,2,6,6,79.75,0,0.638380944728851,1,1.40339004993439,1,9
"977",917,4,4,0,0,6,3,3,6,2,65,1,-3.02302742004395,0,1.40339004993439,1,4
"978",959,3,4,0,2,6,3,2,6,6,79.5,0,-0.132441878318787,0,1.40339004993439,1,6
"979",1044,28,4,2,2,5,1,3,7,7,72.5,1,-0.325147598981857,0,1.40339004993439,1,8
"980",1045,2,4,0,2,6,1,3,8,6,72,1,-0.903264701366425,0,1.40339004993439,1,6
"981",33,6,4,0,5,7,2,3,6,6,80,0,-1.28867614269257,0,1.56317687034607,1,9
"982",162,14,2,5,2,7,1,3,7,6,76,1,-0.132441878318787,0,1.56317687034607,1,9
"983",198,10,3,1,1,6,2,2,2,2,50,0,1.40920376777649,1,1.56317687034607,1,5
"984",278,16,3,0,0,5,3,2,7,7,76.3333358764648,1,-1.48138189315796,0,1.56317687034607,1,3
"985",294,4,3,0,0,6,1,3,4,4,72,1,-4.17926168441772,0,1.56317687034607,1,3
"986",328,14,4,1,1,7,1,2,6,6,67,1,-1.28867614269257,0,1.56317687034607,1,6
"987",490,20,1,0,0,7,3,3,2,0,75,1,1.21649813652039,1,1.56317687034607,1,1
"988",519,2,4,0,2,7,3,3,5,5,75.5,0,-0.517853319644928,0,1.56317687034607,1,6
"989",554,15,3,2,2,6,1,2,6,6,82.6666641235352,1,1.40920376777649,1,1.56317687034607,1,7
"990",561,10,1,0,0,2,0,2,7,7,61,0,1.02379238605499,1,1.56317687034607,1,1
"991",606,35,5,1,5,5,1,2,8,7,64,1,0.252969533205032,1,1.56317687034607,1,11
"992",667,14,1,0,1,7,3,3,1,2,75,1,-1.48138189315796,0,1.56317687034607,1,2
"993",694,6,4,2,0,7,3,1,7,7,81,1,0.252969533205032,1,1.56317687034607,1,6
"994",713,8,5,1,2,7,3,3,4,6,70.5,1,0.831086695194244,1,1.56317687034607,1,8
"995",804,12,5,1,0,7,2,2,6,6,68,1,0.445675253868103,1,1.56317687034607,1,6
"996",812,2,2,2,0,7,3,2,6,2,63,0,1.21649813652039,1,1.56317687034607,1,4
"997",846,13,1,0,0,6,2,2,1,1,65.5,1,-0.517853319644928,0,1.56317687034607,1,1
"998",971,35,5,2,5,6,1,2,6,6,77,1,-1.09597039222717,0,1.56317687034607,1,12
"999",1037,3,4,8,2,7,3,3,2,6,57.5,0,-1.48138189315796,0,1.56317687034607,1,14
"1000",157,5,6,1,0,7,0,3,5,5,70,1,-2.63761615753174,0,1.72296380996704,1,7
"1001",257,8,3,0,2,5,1,2,6,5,62,1,0.638380944728851,1,1.72296380996704,1,5
"1002",330,10,5,1,8,7,1,2,7,6,74,1,-1.67408752441406,0,1.72296380996704,1,14
"1003",365,16,2,0,2,5,1,3,5,5,74.5,0,-0.903264701366425,0,1.72296380996704,1,4
"1004",405,8,4,0,2,5,1,2,6,5,78,0,1.21649813652039,1,1.72296380996704,1,6
"1005",463,16,5,2,8,6,0,3,6,6,75.5,1,-0.325147598981857,0,1.72296380996704,1,15
"1006",545,25,4,2,8,6,2,3,3,6,71,1,-0.132441878318787,0,1.72296380996704,1,14
"1007",556,15,3,0,0,7,1,3,6,7,62,1,-1.09597039222717,0,1.72296380996704,1,3
"1008",592,5,3,0,0,5,1,3,6,6,69,1,-2.83032178878784,0,1.72296380996704,1,3
"1009",623,6,4,2,2,7,3,3,8,8,78.3333358764648,1,1.21649813652039,1,1.72296380996704,1,8
"1010",679,3,4,0,0,3,1,1,7,7,69,1,-1.28867614269257,0,1.72296380996704,1,4
"1011",832,5,4,2,5,4,3,3,5,6,71,0,0.0602638274431229,1,1.72296380996704,1,11
"1012",833,1,6,8,8,6,1,0,6,6,81.3333358764648,1,-1.28867614269257,0,1.72296380996704,1,22
"1013",915,18,2,0,0,7,1,3,2,2,72.5,0,-0.325147598981857,0,1.72296380996704,1,2
"1014",918,6,2,1,0,4,3,3,5,2,76,0,1.21649813652039,1,1.72296380996704,1,3
"1015",920,10,2,5,0,6,1,1,4,5,69.6666641235352,0,-2.44491028785706,0,1.72296380996704,1,7
"1016",941,20,2,2,1,6,0,2,7,7,90.5,1,-0.903264701366425,0,1.72296380996704,1,5
"1017",974,15,5,0,1,7,2,3,2,5,80.6666641235352,0,0.638380944728851,1,1.72296380996704,1,6
"1018",1018,5,5,5,5,7,2,2,6,6,68,1,-0.517853319644928,0,1.72296380996704,1,15
"1019",124,9,3,2,1,7,1,1,6,4,82,0,0.0602638274431229,1,1.88275063037872,1,6
"1020",130,4,3,2,0,7,2,3,8,4,55.6666679382324,1,-0.325147598981857,0,1.88275063037872,1,5
"1021",161,3,3,2,2,7,3,3,4,6,71,1,-0.517853319644928,0,1.88275063037872,1,7
"1022",245,3,4,1,0,4,2,2,7,6,82.5,0,-0.132441878318787,0,1.88275063037872,1,5
"1023",259,5,3,5,2,3,1,1,6,7,82.5,1,-1.48138189315796,0,1.88275063037872,1,10
"1024",276,4,3,2,0,7,1,2,8,8,63.3333320617676,1,-1.67408752441406,0,1.88275063037872,1,5
"1025",353,12,3,2,1,7,1,1,2,7,85.75,1,0.638380944728851,1,1.88275063037872,1,6
"1026",441,18,4,5,2,7,2,2,1,1,74.5,1,0.0602638274431229,1,1.88275063037872,1,11
"1027",458,5,4,1,0,6,1,2,7,6,81,1,-0.903264701366425,0,1.88275063037872,1,5
"1028",552,8,2,0,0,7,3,3,6,6,79.6666641235352,1,-2.05949902534485,0,1.88275063037872,1,2
"1029",571,4,4,5,2,7,3,2,8,6,77,1,-0.132441878318787,0,1.88275063037872,1,11
"1030",745,1,3,1,0,7,1,2,8,8,88,1,0.0602638274431229,1,1.88275063037872,1,4
"1031",859,3,2,0,1,7,2,3,7,6,64,1,1.21649813652039,1,1.88275063037872,1,3
"1032",972,4,3,1,1,3,1,1,6,2,64.5,1,-1.86679327487946,0,1.88275063037872,1,5
"1033",82,3,4,1,0,7,2,3,8,6,73,0,-1.67408752441406,0,2.04253745079041,1,5
"1034",150,21,6,2,8,7,2,2,0,5,59,1,0.638380944728851,1,2.04253745079041,1,16
"1035",233,25,5,0,1,5,0,2,6,7,90,1,0.0602638274431229,1,2.04253745079041,1,6
"1036",331,1,2,0,2,6,1,1,6,5,88.3333358764648,1,-0.132441878318787,0,2.04253745079041,1,4
"1037",558,38,5,2,5,7,3,2,7,7,80.3333358764648,1,-2.25220465660095,0,2.04253745079041,1,12
"1038",611,2,6,2,5,7,2,3,8,5,60,1,0.831086695194244,1,2.04253745079041,1,13
"1039",637,30,4,0,0,5,3,3,0,0,61.5,0,0.638380944728851,1,2.04253745079041,1,4
"1040",681,17,4,1,0,5,2,3,8,6,84,1,-2.05949902534485,0,2.04253745079041,1,5
"1041",701,3,1,1,1,6,2,3,8,7,71.5,0,-0.132441878318787,0,2.04253745079041,1,3
"1042",1052,4,4,2,2,6,0,2,6,7,74,1,-1.67408752441406,0,2.04253745079041,1,8
"1043",173,7,5,2,8,7,1,3,8,5,70.5,0,-1.48138189315796,0,2.2023241519928,1,15
"1044",336,14,4,0,2,7,1,2,8,8,84,1,-0.517853319644928,0,2.2023241519928,1,6
"1045",349,3,3,0,2,6,2,2,8,6,63.7999992370605,1,-1.48138189315796,0,2.2023241519928,1,5
"1046",557,11,6,1,5,6,1,2,5,6,81,1,-2.83032178878784,0,2.2023241519928,1,12
"1047",633,14,4,5,5,6,2,2,7,4,82,1,-2.25220465660095,0,2.2023241519928,1,14
"1048",648,4,4,2,5,7,2,2,7,6,71.3333358764648,1,-1.48138189315796,0,2.2023241519928,1,11
"1049",737,15,5,1,2,7,3,3,6,2,81.3333358764648,1,0.252969533205032,1,2.2023241519928,1,8
"1050",807,4,5,0,0,7,3,3,6,6,73.5,0,-1.09597039222717,0,2.2023241519928,1,5
"1051",503,12,5,1,0,4,1,1,7,7,73,1,-1.86679327487946,0,2.36211109161377,1,6
"1052",900,30,5,5,2,7,1,2,6,6,79.6666641235352,0,-0.710559010505676,0,2.36211109161377,1,12
"1053",427,4,4,0,2,7,3,3,6,6,66.5,0,-1.09597039222717,0,2.84147143363953,1,6
